Transcript,Start,Stop
R09B3.2.1|cdna|chromosome:WBcel235:I:11909366:11910104:-1|gene:WBGene00011155.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rbm-3.1,450.0,
R09E10.1.1|cdna|chromosome:WBcel235:IV:10319351:10321170:-1|gene:WBGene00011171.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R09E10.1,1059.0,
R09E10.3.1|cdna|chromosome:WBcel235:IV:10310772:10313670:-1|gene:WBGene00011173.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:acs-18,207.0,210.0
R09E10.8.1|cdna|chromosome:WBcel235:IV:10310116:10310429:-1|gene:WBGene00011177.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R09E10.8,153.0,156.0
R09H10.7.1|cdna|chromosome:WBcel235:IV:10621111:10621832:1|gene:WBGene00011184.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R09H10.7,,
R10E11.5a.1|cdna|chromosome:WBcel235:III:9785969:9789657:-1|gene:WBGene00011217.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R10E11.5,225.0,228.0
R10H10.4.1|cdna|chromosome:WBcel235:IV:10394591:10394958:-1|gene:WBGene00011223.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R10H10.4,,
R13H4.6.1|cdna|chromosome:WBcel235:V:11863117:11864913:1|gene:WBGene00011264.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R13H4.6,,
R53.4.1|cdna|chromosome:WBcel235:II:9967277:9968049:-1|gene:WBGene00011273.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R53.4,228.0,231.0
R74.5a.2|cdna|chromosome:WBcel235:III:4197285:4202289:1|gene:WBGene00011279.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:asd-1,,
R74.8a.2|cdna|chromosome:WBcel235:III:4206253:4208265:1|gene:WBGene00011282.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R74.8,90.0,93.0
R107.4b.1|cdna|chromosome:WBcel235:III:9046055:9050693:-1|gene:WBGene00011299.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ikke-1,693.0,696.0
T01D3.1b.1|cdna|chromosome:WBcel235:V:13689892:13703330:1|gene:WBGene00011326.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T01D3.1,39.0,42.0
T01D3.5.2|cdna|chromosome:WBcel235:V:13712854:13716624:-1|gene:WBGene00011329.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zipt-9,1281.0,1284.0
T01H3.5.1|cdna|chromosome:WBcel235:II:7879720:7880464:1|gene:WBGene00011351.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T01H3.5,0.0,3.0
T02C1.1.1|cdna|chromosome:WBcel235:III:9247422:9248618:1|gene:WBGene00011365.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T02C1.1,81.0,84.0
T02D1.8.1|cdna|chromosome:WBcel235:IV:17386763:17387492:-1|gene:WBGene00011374.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T02D1.8,,
T04B2.6.1|cdna|chromosome:WBcel235:IV:10039773:10040903:-1|gene:WBGene00011424.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:dhs-31,,
T04D3.8.1|cdna|chromosome:WBcel235:I:13309994:13310715:1|gene:WBGene00011435.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T04D3.8,195.0,
T05C12.4.1|cdna|chromosome:WBcel235:II:8177578:8180381:-1|gene:WBGene00011468.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T05C12.4,222.0,225.0
T05E12.3.1|cdna|chromosome:WBcel235:V:17076874:17077989:-1|gene:WBGene00011486.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T05E12.3,861.0,
T05E12.6a.1|cdna|chromosome:WBcel235:V:17085002:17090023:-1|gene:WBGene00011487.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T05E12.6,249.0,252.0
T06C12.13a.1|cdna|chromosome:WBcel235:V:15894454:15896765:-1|gene:WBGene00011520.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nhr-213,69.0,72.0
T06D8.5.1|cdna|chromosome:WBcel235:II:11232756:11234952:-1|gene:WBGene00011526.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cox-15,84.0,87.0
T06E4.9.1|cdna|chromosome:WBcel235:V:9620150:9621036:1|gene:WBGene00011536.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T06E4.9,,
T06E6.1.1|cdna|chromosome:WBcel235:V:15393108:15394957:-1|gene:WBGene00011538.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T06E6.1,,
T06G6.12.1|cdna|chromosome:WBcel235:I:12722045:12722883:-1|gene:WBGene00011551.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T06G6.12,,
T07A5.5.1|cdna|chromosome:WBcel235:III:10318296:10318563:-1|gene:WBGene00011558.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T07A5.5,,
T07C12.8a.1|cdna|chromosome:WBcel235:V:9952699:9956883:1|gene:WBGene00011572.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mam-5,84.0,87.0
T07D10.1.1|cdna|chromosome:WBcel235:I:12603772:12606248:-1|gene:WBGene00011581.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T07D10.1,,
T07F10.4a.1|cdna|chromosome:WBcel235:V:12878516:12882108:1|gene:WBGene00011590.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:bus-19,447.0,450.0
T07G12.5a.1|cdna|chromosome:WBcel235:IV:10541495:10545091:-1|gene:WBGene00011596.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T07G12.5,381.0,384.0
T08G11.3.1|cdna|chromosome:WBcel235:I:8921190:8925327:1|gene:WBGene00011630.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T08G11.3,225.0,228.0
T09A5.9.1|cdna|chromosome:WBcel235:II:7858401:7859781:1|gene:WBGene00011637.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sds-22,1062.0,
T12D8.5a.1|cdna|chromosome:WBcel235:III:13625968:13626529:-1|gene:WBGene00011733.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T12D8.5,36.0,39.0
T15H9.5.1|cdna|chromosome:WBcel235:II:9610678:9611372:-1|gene:WBGene00011790.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T15H9.5,210.0,213.0
T20B3.14.1|cdna|chromosome:WBcel235:V:16820629:16821320:-1|gene:WBGene00011854.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T20B3.14,255.0,
T20G5.4a.1|cdna|chromosome:WBcel235:III:10212396:10214825:1|gene:WBGene00011868.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:best-18,72.0,75.0
T20G5.14.1|cdna|chromosome:WBcel235:III:10218943:10222465:1|gene:WBGene00011875.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cox-14,321.0,
T22B3.2b.1|cdna|chromosome:WBcel235:IV:11704246:11708264:1|gene:WBGene00011910.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:alg-3,447.0,450.0
T22C8.2.1|cdna|chromosome:WBcel235:II:8614546:8617603:-1|gene:WBGene00011923.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:chhy-1,288.0,291.0
T22H6.1.1|cdna|chromosome:WBcel235:X:12767463:12769797:-1|gene:WBGene00011937.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ilc-17.1,318.0,321.0
T24B8.4a.1|cdna|chromosome:WBcel235:II:9063687:9070904:-1|gene:WBGene00011978.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T24B8.4,957.0,960.0
T26C5.3a.1|cdna|chromosome:WBcel235:II:9243304:9249123:1|gene:WBGene00012033.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T26C5.3,108.0,111.0
T26G10.1.1|cdna|chromosome:WBcel235:III:9404484:9406641:-1|gene:WBGene00012059.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T26G10.1,165.0,168.0
T26H2.4.1|cdna|chromosome:WBcel235:V:19233937:19235585:1|gene:WBGene00012066.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fbxb-116,90.0,93.0
T27E9.7.1|cdna|chromosome:WBcel235:III:13457687:13462238:-1|gene:WBGene00012097.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:abcf-2,699.0,702.0
T27E9.9.1|cdna|chromosome:WBcel235:III:13480665:13484155:-1|gene:WBGene00012099.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:acc-4,21.0,24.0
T27F6.6.1|cdna|chromosome:WBcel235:I:12490976:12494530:1|gene:WBGene00012105.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T27F6.6,903.0,906.0
T28A8.3.2|cdna|chromosome:WBcel235:III:13506018:13508650:1|gene:WBGene00012109.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T28A8.3,501.0,504.0
T28F4.3.1|cdna|chromosome:WBcel235:I:7484159:7486302:-1|gene:WBGene00012138.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T28F4.3,,
T28H10.4.1|cdna|chromosome:WBcel235:V:12505244:12506260:-1|gene:WBGene00012145.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nlp-46,,
W01B6.8.1|cdna|chromosome:WBcel235:IV:10083491:10084440:-1|gene:WBGene00012174.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W01B6.8,291.0,294.0
W01C9.4.1|cdna|chromosome:WBcel235:II:8545652:8546854:1|gene:WBGene00012177.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:decr-1.2,279.0,282.0
W01D2.3a.1|cdna|chromosome:WBcel235:II:14800918:14804309:-1|gene:WBGene00012180.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W01D2.3,,
W01D2.6.1|cdna|chromosome:WBcel235:II:14808922:14809204:1|gene:WBGene00012183.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W01D2.6,,
W03C9.1.1|cdna|chromosome:WBcel235:II:11960989:11962128:-1|gene:WBGene00012219.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W03C9.1,,
W03G11.2.1|cdna|chromosome:WBcel235:X:12106407:12108617:-1|gene:WBGene00012224.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W03G11.2,441.0,444.0
W04A8.1a.1|cdna|chromosome:WBcel235:I:13835292:13840047:-1|gene:WBGene00012236.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W04A8.1,324.0,327.0
W04E12.7.1|cdna|chromosome:WBcel235:V:19735077:19737607:-1|gene:WBGene00012252.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W04E12.7,510.0,513.0
W04E12.9.1|cdna|chromosome:WBcel235:V:19756553:19758552:1|gene:WBGene00012254.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W04E12.9,,
W05B5.1g.1|cdna|chromosome:WBcel235:I:13033483:13045117:1|gene:WBGene00012274.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W05B5.1,804.0,
W05B10.1.1|cdna|chromosome:WBcel235:V:12659704:12660330:-1|gene:WBGene00012276.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:his-74,474.0,
W06A7.5.1|cdna|chromosome:WBcel235:V:14826866:14827098:-1|gene:WBGene00012294.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nspa-8,,
W06D4.2.2|cdna|chromosome:WBcel235:I:9056313:9057822:1|gene:WBGene00012296.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spe-46,1023.0,
W06H3.1.1|cdna|chromosome:WBcel235:V:16789267:16792771:1|gene:WBGene00012315.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:immt-2,,
W07A12.8.1|cdna|chromosome:WBcel235:II:9163368:9165800:-1|gene:WBGene00012325.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W07A12.8,414.0,417.0
W07G1.5b.1|cdna|chromosome:WBcel235:II:13959239:13962417:-1|gene:WBGene00012332.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:rpi-1,1386.0,
W09G3.8a.2|cdna|chromosome:WBcel235:I:13812136:13814355:-1|gene:WBGene00012371.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W09G3.8,,
Y16B4A.2.1|cdna|chromosome:WBcel235:X:14761966:14771885:-1|gene:WBGene00012445.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y16B4A.2,327.0,330.0
Y17D7B.1.1|cdna|chromosome:WBcel235:V:18790958:18794781:1|gene:WBGene00012449.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nhr-231,153.0,156.0
Y17G7B.17.1|cdna|chromosome:WBcel235:II:12092422:12099989:-1|gene:WBGene00012468.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y17G7B.17,,
Y18D10A.11.1|cdna|chromosome:WBcel235:I:12861951:12863544:-1|gene:WBGene00012481.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y18D10A.11,1128.0,
Y26D4A.8.1|cdna|chromosome:WBcel235:I:13083321:13085505:-1|gene:WBGene00012505.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pals-13,177.0,180.0
Y32F6B.1.1|cdna|chromosome:WBcel235:V:10480949:10484740:-1|gene:WBGene00012531.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y32F6B.1,366.0,369.0
Y38E10A.9.1|cdna|chromosome:WBcel235:II:12608953:12609630:1|gene:WBGene00012587.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y38E10A.9,,
Y38E10A.20.1|cdna|chromosome:WBcel235:II:12654747:12663836:1|gene:WBGene00012598.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y38E10A.20,456.0,
Y38E10A.24.1|cdna|chromosome:WBcel235:II:12679035:12679413:1|gene:WBGene00012602.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y38E10A.24,,
Y38H6C.13.1|cdna|chromosome:WBcel235:V:20527793:20529260:1|gene:WBGene00012625.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y38H6C.13,564.0,
Y38H6C.21b.1|cdna|chromosome:WBcel235:V:20554060:20554422:-1|gene:WBGene00012633.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y38H6C.21,,
Y39A1A.20.1|cdna|chromosome:WBcel235:III:10699216:10700560:-1|gene:WBGene00012657.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39A1A.20,,
Y39B6A.1.1|cdna|chromosome:WBcel235:V:19201013:19203607:-1|gene:WBGene00012664.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39B6A.1,2229.0,
Y39B6A.5a.1|cdna|chromosome:WBcel235:V:19157659:19158877:-1|gene:WBGene00012668.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39B6A.5,,
Y39E4A.1.1|cdna|chromosome:WBcel235:III:12951429:12952342:1|gene:WBGene00012711.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39E4A.1,,
Y39E4B.6a.1|cdna|chromosome:WBcel235:III:13070756:13074305:1|gene:WBGene00012717.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39E4B.6,1122.0,
Y40B1B.5.1|cdna|chromosome:WBcel235:I:13435489:13437965:1|gene:WBGene00012738.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:eif-3.J,,
Y41C4A.18.1|cdna|chromosome:WBcel235:III:11730612:11731305:1|gene:WBGene00012761.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y41C4A.18,,
Y41E3.6.1|cdna|chromosome:WBcel235:IV:15006247:15007193:1|gene:WBGene00012764.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y41E3.6,120.0,123.0
Y42A5A.5.1|cdna|chromosome:WBcel235:V:11107535:11109747:-1|gene:WBGene00012780.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y42A5A.5,,
Y43F4B.9a.3|cdna|chromosome:WBcel235:III:13315088:13318597:1|gene:WBGene00012806.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y43F4B.9,507.0,510.0
Y43F4B.10.2|cdna|chromosome:WBcel235:III:13314011:13314721:1|gene:WBGene00012807.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y43F4B.10,,
Y45F10B.3.1|cdna|chromosome:WBcel235:IV:13593539:13593878:1|gene:WBGene00012871.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y45F10B.3,93.0,
Y45F10D.10a.1|cdna|chromosome:WBcel235:IV:13785743:13786961:-1|gene:WBGene00012889.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:icap-1,,
Y47D3A.32d.1|cdna|chromosome:WBcel235:III:11252391:11256646:1|gene:WBGene00012938.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y47D3A.32,342.0,345.0
Y47H10A.4.1|cdna|chromosome:WBcel235:I:12091571:12094740:-1|gene:WBGene00012960.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y47H10A.4,159.0,162.0
Y48B6A.12.2|cdna|chromosome:WBcel235:II:14226381:14234120:-1|gene:WBGene00012983.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:men-1,567.0,570.0
Y48C3A.10.1|cdna|chromosome:WBcel235:II:13338281:13339961:1|gene:WBGene00012992.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mrpl-20,,
Y49E10.10.1|cdna|chromosome:WBcel235:III:12395465:12398983:1|gene:WBGene00013033.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y49E10.10,,
Y50E8A.10.1|cdna|chromosome:WBcel235:V:14779996:14781078:1|gene:WBGene00013053.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y50E8A.10,,
Y51A2A.4a.1|cdna|chromosome:WBcel235:V:18290942:18291348:1|gene:WBGene00013060.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y51A2A.4,,
Y51B9A.3.1|cdna|chromosome:WBcel235:II:9405539:9407114:-1|gene:WBGene00013085.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mpz-6,114.0,117.0
Y51H4A.8.1|cdna|chromosome:WBcel235:IV:16575102:16578549:-1|gene:WBGene00013104.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y51H4A.8,,
Y52D3.1a.1|cdna|chromosome:WBcel235:III:10947446:10951169:1|gene:WBGene00013132.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:strd-1,351.0,354.0
Y53F4A.2.1|cdna|chromosome:WBcel235:II:14876147:14877164:-1|gene:WBGene00013148.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y53F4A.2,,
Y53F4B.19.1|cdna|chromosome:WBcel235:II:15077218:15079475:1|gene:WBGene00013165.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y53F4B.19,1071.0,
Y54E2A.12a.1|cdna|chromosome:WBcel235:II:14798472:14800971:1|gene:WBGene00013196.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tbc-20,108.0,111.0
Y54E5A.8a.1|cdna|chromosome:WBcel235:I:14716528:14719027:1|gene:WBGene00013203.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y54E5A.8,,
Y54G9A.4.1|cdna|chromosome:WBcel235:II:13712921:13715893:-1|gene:WBGene00013207.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:zipt-2.3,387.0,390.0
Y56A3A.22.1|cdna|chromosome:WBcel235:III:11921692:11923825:1|gene:WBGene00013239.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y56A3A.22,360.0,363.0
Y56A3A.30.1|cdna|chromosome:WBcel235:III:11974077:11979065:-1|gene:WBGene00013242.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y56A3A.30,186.0,189.0
Y57A10A.25.1|cdna|chromosome:WBcel235:II:12251667:12256628:-1|gene:WBGene00013265.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:parn-2,957.0,960.0
Y57G11C.6.1|cdna|chromosome:WBcel235:IV:14758362:14760945:-1|gene:WBGene00013304.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ptp-5.2,654.0,657.0
Y57G11C.41.1|cdna|chromosome:WBcel235:IV:14705536:14706402:-1|gene:WBGene00013330.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y57G11C.41,,
Y63D3A.4.1|cdna|chromosome:WBcel235:I:14097492:14101090:-1|gene:WBGene00013405.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tdpt-1,,
Y66D12A.5.1|cdna|chromosome:WBcel235:III:11581600:11589133:1|gene:WBGene00013431.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ceh-92,168.0,171.0
Y66D12A.11.1|cdna|chromosome:WBcel235:III:11563467:11565536:1|gene:WBGene00013437.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y66D12A.11,342.0,345.0
Y67A10A.9.1|cdna|chromosome:WBcel235:IV:14394138:14400368:1|gene:WBGene00013458.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y67A10A.9,39.0,42.0
Y71A12B.12a.1|cdna|chromosome:WBcel235:I:14004412:14008484:1|gene:WBGene00013509.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71A12B.12,63.0,66.0
Y75B8A.11a.1|cdna|chromosome:WBcel235:III:12186411:12187795:1|gene:WBGene00013548.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:lury-1,,
Y75B8A.23.1|cdna|chromosome:WBcel235:III:12250602:12251009:1|gene:WBGene00013556.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y75B8A.23,,
